항목,클러스터번호,질문
정서학대,6,엄마가 친구를 어디 가두고 못 나오게 한 적이 있나요?
정서학대,6,엄마가 친구를 집에서 쫓아내거나 쫓아낸다고 말한 적 있어?
정서학대,6,"친구를 집에서 쫓아내 버리겠다고 하거나, 어디에 가두고 못 나오게 한 적 있어?"
정서학대,6,"어른들이 친구를 집에서 쫓아내거나 버리겠다고 하거나, 어디에 가두고는 못 나오게 한 적 있었어?"
정서학대,6,어른들이 친구를 어디에 가두고 못 나오게 한 적이 있나요?
정서학대,6,아빠가 친구를 어디 가두고 못 나오게 한 적이 있나요?
정서학대,6,아빠가 친구를 집에서 쫓아내거나 버리겠다고 말하거나 진짜 쫓아낸 적 있어요?
정서학대,6,친구를 집에서 쫓아내 버리겠다고 말하거나 어디에 가두겠다고 말한 적 있어?
정서학대,6,"어른들이 친구를 집에서 쫓아내거나 버리겠다고 말하거나, 
어디에 가두고 못 나오게 한 적이 있어요?"
정서학대,6,친구를 집에서 쫓아내거나 버리겠다고 말하거나 진짜 쫓아낸 적이 있나요?
정서학대,6,어른들이 친구를 집에서 쫓아내거나 버리겠다고 말하거나 어디에 가두고 못 나오게 한 적 있나요?
정서학대,6,"아빠가 친구를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나오게 한 적이 있어?"
정서학대,6,어른들이 친구를 어디 가두고 못 나오게 한 적이 있었어요?
정서학대,6,어른들이 친구를 쫓아내거나 버리겠다고 말하거나 진짜 쫓아낸 적이 있나요?
정서학대,6,어른들이 친구를 집에서 쫓아내겠다고 이야기하거나 정말 쫓겨난 적이 있었어요?
정서학대,6,"그럼, 어른들이 친구를 어디에 가두고 못 나오게 한 적이 있었어요?"
정서학대,6,"어른들이 친구를 집에서 쫓아내거나 버리겠다고 말하거나, 어디에 가두고는 못 나오게 한 적 있어?"
정서학대,6,부모님이 친구를 버리겠다고 말하거나 어디 가두고 못 나오게 한적이 있나요?
정서학대,6,"아버지가 친구를 집에서 쫓아내거나 버리겠다고 하거나, 어디에 가두고 못 나오게 했던 적 있어?"
정서학대,6,혹시 어른들이 친구를 가두고 못 나오게 한 적이 있었어요?
정서학대,6,엄마가 친구를 어디에 가두고 못 나오게 한 적이 있어요?
정서학대,6,어른들이 친구를 집에서 쫓아내거나 버리겠다고 말한 적 있어요?
정서학대,6,혹시 어른들이 친구를 가두고 못 나오게 한 적 있나요?
정서학대,6,어른들이 친구를 집에서 쫓아내거나 버리겠다고 말한 적이 있어?
정서학대,6,친구를 집에서 쫓아내거나 버리겠다고 말하거나 진짜 쫓아낸 적 있나요?
정서학대,6,어른들이 친구를 집에서 쫓아내거나 진짜로 쫓아낸 적이 있어요?
정서학대,6,"어른들이 친구를 쫓아내거나 버리겠다고 말하거나, 어디에 가두고 못 나가게 한 적이 있을까?"
정서학대,6,"아빠가 친구를 집에서 쫓아버리겠다고 말하거나, 못 나오게 어디에 가둔 적도 있어요?"
정서학대,6,아버지가 친구를 집에서 쫓아내거나 버리겠다고 말하거나 방에 가두고 못 나오게 한 적 있어요?
정서학대,6,"어른들이 친구를 집에서 쫓아내거나 버리겠다고 말하거나, 어딘가에 가두고는 못 나오게 한 적 있어?"
정서학대,8,마음이 힘들면 누구한테 말해?
정서학대,8,마음이 힘들 때 누구한테 이야기해?
정서학대,8,"마음이 힘들 때, 누구에게 이야기하는 편이야?"
정서학대,8,마음이 힘들 때 누구에게 말해?
정서학대,8,"마음이 힘들 때, 누구한테 말해요?"
정서학대,8,"마음이 힘들 때, 누구에게 내 마음을 이야기하나요?"
정서학대,8,"마음이 힘들 때, 누구한테 마음을 얘기해요?"
정서학대,8,마음이 힘들 때 누구에게 내 마음을 이야기하나요?
정서학대,8,마음이 힘들 때 누군가에게 내 마음을 이야기하나요?
정서학대,8,마음이 힘들 때 누구한테 말해?
정서학대,8,마음이 힘들 때 누구한테 내 마음을 이야기해?
정서학대,8,누구에게 말하나요?
정서학대,8,"마음이 힘들 때, 누구에게 내 마음을 이야기 하나요?"
정서학대,8,마음이 힘들 때 누구에게 친구 마음을 이야기해?
정서학대,8,"마음이 힘들 때, 누구한테 이야기해요?"
정서학대,8,마음이 힘들 때 누구한테 이야기하나요?
정서학대,8,"마음이 힘들 때, 누구한테 마음을 이야기해?"
정서학대,8,누구에게 이야기하나요?
정서학대,8,그렇게 마음이 힘들 때 친구는 누구에게 이야기하나요?
정서학대,8,마음이 힘들 때 누구한테 내 마음을 이야기 하나요?
정서학대,8,마음이 힘들 때 누구에게 이야기 하나요?
정서학대,8,마음이 힘들 때 누군가에게 이야기 하나요?
정서학대,8,마음이 힘들 때는 누구한테 마음을 이야기해요?
정서학대,8,마음이 힘들 때 친구는 누구에게 마음을 이야기 하나요?
정서학대,8,"마음이 힘들 때, 누구한테 이야기 해?"
정서학대,8,마음이 힘들 때 어른들에게 힘들다고 이야기해?
정서학대,8,"마음이 힘들 때, 얘기하는 사람이 없어요?"
정서학대,8,"친구가 마음이 있을 때는, 누구한테 마음을 이야기해요?"
정서학대,8,"마음이 힘들 때, 누구에게 친구의 마음을 이야기하나요?"
정서학대,8,공부랑 성적으로 마음이 힘들면 누구한테 얘기해?
정서학대,8,그렇게 마음이 힘들 때면 누구에게 내 마음을 이야기하나요?
정서학대,8,"마음이 힘들 때, 누구에게 친구 마음을 이야기하나요?"
정서학대,8,"친구가 힘든 일이 있으면 선생님이 도와주고 싶은데, 친구가 힘든 점을 이야기해 주면 도움이 많이 될 거 같아요. 이야기해 줄 수 있어요?"
정서학대,8,마음이 힘들 때 누구에게 너의 마음을 이야기하는 편이야?
정서학대,8,그렇게 마음이 힘들 때 누구에게 이야기하나요?
정서학대,8,"마음이 힘들 때, 누구한테 얘기해요?"
정서학대,8,"마음이 힘들 때, 누구에게 이야기하나요?"
정서학대,8,마음이 힘들 때 친구 마음을 누구에게 이야기하나요?
정서학대,8,"마음이 힘들 때, 센터 선생님에게 내 마음을 이야기하나요?"
정서학대,8,"마음이 힘들 때, 누구한테 내 마음을 이야기하나요?"
정서학대,8,"마음이 힘들 때, 누구에게 내 마음을 이야기할 수 있나요?"
정서학대,8,"마음이 힘들 때, 누구한테 친구 마음을 이야기하나요?"
정서학대,8,"마음이 힘들 때, 주로 누구한테 이야기해?"
정서학대,8,"마음이 힘들 때, 누구한테 이야기해?"
정서학대,8,친구는 마음이 힘들면 누구한테 내 마음을 이야기해?
정서학대,8,마음이 힘들 때 다른 사람에게 마음을 이야기해요?
정서학대,8,마음이 힘들 때 누구한테 너의 마음을 이야기하는 편이야?
정서학대,8,마음이 힘들거나 지치면 누구한테 말을 해?
정서학대,8,"마음이 힘들 때, 누구에게 친구 마음을 이야기해?"
정서학대,8,"마음이 힘들 때, 누구한테 얘기해?"
정서학대,8,마음이 힘들 때 주변에 이야기해?
정서학대,8,"선생님은 친구의 걱정을 도와주고 싶은데, 친구가 솔직하게 얘기해주면 선생님이 친구를 돕는 데 도움이 될 거 같아요. 이야기해 줄 수 있어요?"
정서학대,8,내 마음이 힘들면 누구한테 말해?
정서학대,8,"마음이 힘들 때, 누구한테 마음을 얘기해?"
정서학대,8,마음이 힘들 때 누구에게 이야기하는 편이야?
정서학대,8,"그럼 만약 마음이 힘들 때가 생기면, 누구에게 내 마음을 얘기할 수 있을 것 같아요?"
정서학대,8,"마음이 많이 힘들었을 것 같은데, 지금은 어때요?"
정서학대,8,"마음이 힘들 때, 원장님에게 마음을 이야기해?"
정서학대,8,마음이 힘들 때 누구한테 마음을 얘기해요?
정서학대,8,마음이 힘들 때 누구에게 말해요?
정서학대,8,마음이 힘들 때 누구에게 이야기하나요?
정서학대,8,마음이 힘들 때 누구에게 이야기해?
정서학대,8,마음이 힘들 때 고모에게 내 마음을 이야기해요?
정서학대,8,"마음이 힘들 때, 내 마음을 이야기하는 사람이 있나요?"
정서학대,8,"마음이 힘들 때, 누구한테 친구의 마음을 얘기해요?"
정서학대,8,"마음이 힘들 때, 누구에게 내 마음을 이야기해?"
정서학대,8,마음이 힘들 때 선생님한테 이야기해?
정서학대,8,"마음이 힘들 때, 누구한테 마음을 이야기하나요?"
정서학대,8,마음이 힘들 때 누구에게 내 마음을 이야기해?
정서학대,8,말 걸면 어떻게 되나요?
정서학대,8,마음이 힘들 때 친구 마음을 누구에게 이야기 하나요?
정서학대,8,"마음이 힘들 때, 누구에게 속마음을 얘기해요?"
정서학대,8,"마음이 힘들 때, 누구에게 마음을 이야기하나요?"
정서학대,8,"친구가 힘든 일이 있으면 선생님이 도와주고 싶은데, 친구가 얘기해주면 선생님이 더 잘 도와줄 수 있을 거 같아요. 얘기해줄 수 있어요?"
정서학대,8,슬프거나 화날 때 누구한테 얘기해?
정서학대,8,마음이 힘들 때 누구한테 마음을 이야기해?
정서학대,8,"마음이 힘들 때, 누구에게 이야기하는 편인가요?"
정서학대,8,마음이 힘들 때 가장 먼저 떠오르는 사람들이 누구인가요?
정서학대,8,마음이 힘들 때 누구한테 말해요?
정서학대,8,"마음이 힘들 때, 누구에게 마음을 이야기 하나요?"
정서학대,8,고민이 있거나 마음이 힘들 때 누구한테 이야기해?
정서학대,8,그렇게 마음이 힘들면 누구한테 이야기해요?
정서학대,8,마음이 힘들 때는 누구에게 마음을 이야기해요?
정서학대,8,"마음이 힘들 때, 누구한테 마음을 이야기해요?"
정서학대,8,마음이 힘들 때 누구한테 내 마음을 이야기하나요?
정서학대,8,"마음이 슬플 때, 주로 누구에게 말해요?"
정서학대,8,"마음이 힘들 때, 시설 선생님들한테 친구 마음을 이야기해?"
정서학대,8,"마음이 힘들 때, 누구에게 이야기해요?"
정서학대,8,마음이 힘들 때 다른 사람에게 속마음을 얘기해요?
정서학대,8,"그럼, 누구에게 말하나요?"
정서학대,8,마음이 힘들 때 누구에게 내 마음을 이야기 하나요?
정서학대,8,"그럼, 우리 친구는 마음이 힘들 때 누구에게 이야기 하나요?"
정서학대,8,"그럼, 누구에게 친구 마음을 이야기해?"
정서학대,8,"친구가 힘든 점이 있으면 선생님이 도와주고 싶은데, 친구가 이야기해 주면 도움이 많이 될 거 같아요. 이야기해 줄 수 있어요?"
정서학대,8,마음이 힘들 때 누구에게 마음을 이야기 하나요?
정서학대,8,누구한테 해?
정서학대,8,마음이 힘들 때 누군가한테 이야기하는 편이야?
정서학대,8,마음이 힘들 때 누군가에게 내 마음을 이야기 하나요?
정서학대,8,마음이 힘들 때 누구한테 친구의 마음을 이야기해요?
정서학대,8,"친구는 마음이 힘들 때, 누구에게 마음을 이야기 하나요?"
정서학대,8,"마음이 힘들 때, 시설 선생님들에게 내 마음을 이야기하나요?"
정서학대,8,마음이 힘들 때 누구한테 얘기하나요?
정서학대,8,마음이 힘들 때 다른 사람한테 얘기하는 편이야?
정서학대,8,마음이 힘들 때 선생님들에게 힘들다고 이야기해?
정서학대,8,누구에게 이야기 하나요?
정서학대,8,마음이 힘들 때 누구에게 말하나요?
정서학대,8,"마음이 힘들 때, 누구에게 말하나요?"
정서학대,8,친구 이야기를 자세히 들어보고 싶어요. 믿고 편하게 이야기해 줄 수 있을까요?
정서학대,8,마음이 힘들 때 누군가한테 이야기해?
정서학대,8,"마음이 힘들 때, 누군가에게 내 마음을 이야기하나요?"
정서학대,8,"마음이 힘들 때, 우리 친구 마음을 누구에게 이야기해?"
정서학대,8,"마음이 힘들 때, 시설 사람들에게 내 마음을 이야기하나요?"
정서학대,8,마음이 힘들 때 누구한테 이야기해요?
정서학대,8,마음이 힘들 때 원장님에게 힘듦을 이야기하나요?
정서학대,8,마음이 힘들 때 누군가한테 이야기하는 편이야? 누구한테 해?
정서학대,8,마음이 힘들 때 누군가에게 이야기하나요?
정서학대,8,"친구는 마음이 힘들 때, 누구에게 마음을 이야기하나요?"
정서학대,8,속상하거나 힘들 때 누구한테 이야기해?
정서학대,8,마음이 힘들 때 누구에게 마음을 이야기하나요?
정서학대,8,마음이 힘들 때 시설 선생님에게 내 마음을 이야기하나요?
정서학대,8,말하기가 어렵나요?
정서학대,8,그러면 누구한테 이야기를 하나요?
정서학대,8,마음이 힘들 때 시설 선생님들에게 힘들다고 이야기해?
정서학대,8,"아빠 때문에 마음이 힘들 때, 누구한테 친구 마음을 이야기해요?"
정서학대,8,제일 힘들 때가 언제인가요?
정서학대,8,마음이 힘들 때 가장 먼저 떠오르는 사람들이 누군가요?
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기해요?"
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기하나요?"
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기해?"
정서학대,9,마음이 힘들 때 가족에게 이야기 하나요?
정서학대,9,마음이 힘들 때 가족들한테 이야기해?
정서학대,9,마음이 힘들 때. 가족에게 내 마음을 이야기하나요?
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기하나요?
정서학대,9,"마음이 힘들 때, 가족한테 친구 마음을 이야기해?"
정서학대,9,"마음이 힘들 때, 가족한테 내 마음을 이야기 하나요?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기해?
정서학대,9,힘들 때 가족에게 힘듦을 이야기하나요?
정서학대,9,"마음이 힘들 때, 가족에게 마음을 이야기 해?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기 하나요?
정서학대,9,마음이 힘들 때 가족에게 너의 마음을 이야기하는 편이야?
정서학대,9,마음이 힘들 때 가족들에게 힘들다고 이야기해?
정서학대,9,"마음이 힘들 때, 가족한테 친구의 마음을 이야기해?"
정서학대,9,마음이 힘들 때 가족들에게 힘듦을 이야기하나요?
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기 하나요?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기 하니?
정서학대,9,"마음이 힘들 때, 가족한테 친구 마음을 이야기해요?"
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기하니?"
정서학대,9,가족에게 친구 고민을 이야기해요?
정서학대,9,"마음이 힘들 때, 가족들한테 마음을 얘기해?"
정서학대,9,마음이 힘들 때 가족에게 이야기하는 편이야?
정서학대,9,"마음이 힘들 때, 가족한테 이야기해요?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기 해?
정서학대,9,마음이 힘들 때 가족에게 힘들다고 이야기해?
정서학대,9,"마음이 힘들 땐, 가족에게 친구 마음을 이야기해?"
정서학대,9,"마음이 힘들 때, 가족에게 마음을 이야기해?"
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 말하나요?"
정서학대,9,왜 가족한테 이야기하지 못할까요?
정서학대,9,마음이 힘들 때 가족에게 이야기하니?
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기해요?
정서학대,9,마음이 힘들 때 가족에게 마음을 이야기해?
정서학대,9,마음이 힘들 때 가족들에게 내 마음을 이야기 하나요?
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기할 수 있어?"
정서학대,9,그러면 가족에게 이야기하지 않는 내용은 누구에게 이야기해?
정서학대,9,마음이 힘들 때 가족들한테 이야기하니?
정서학대,9,"마음이 힘들 때, 가족에게 마음을 이야기한 적이 있니?"
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기하나요?"
정서학대,9,마음이 힘들 때 가족에게 마음을 이야기 하나요?
정서학대,9,마음이 힘들 때 가족들한테 얘기하는 편이야?
정서학대,9,"그럼, 친구 마음이 힘들 땐 가족에게 친구 마음을 이야기하고 있어?"
정서학대,9,마음이 힘들 때 가족들에게 내 마음을 이야기하나요?
정서학대,9,마음이 힘들 때 가족한테 친구 마음을 이야기해?
정서학대,9,마음이 힘들 때 할머니나 다른 가족들에게 마음을 이야기 하나요?
정서학대,9,"마음이 힘들 때, 가족한테 이야기 해요?"
정서학대,9,"마음이 힘들 때, 가족에게 마음을 이야기해요?"
정서학대,9,마음 힘들 때 가족에게 내 마음을 이야기하나요?
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기하는 편이야?"
정서학대,9,마음이 힘들 때 가족에게 힘듦을 이야기하나요?
정서학대,9,마음이 힘들 때 가족에게 친구 마음을 이야기해?
정서학대,9,마음이 힘들 때 가족에게 마음을 이야기하나요?
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기하고 그래?"
정서학대,9,숙제할 때 어려우면 부모님이 도와주시기도 하나요?
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기 해?"
정서학대,9,마음이 힘들 때 가족에게 마음을 이야기하는 편이에요?
정서학대,9,"마음이 힘들거나 무서우면, 친구는 가족에게 마음을 이야기해요?"
정서학대,9,"마음이 힘들면, 가족한테 이야기해?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기할까?
정서학대,9,"그럼, 친구 마음이 힘들 때 가족에게 친구 마음을 이야기하고 있어요?"
정서학대,9,"마음이 힘들 때, 가족에게 이야기하나요?"
정서학대,9,마음이 힘들 때 가족에게 내 마음을 이야기하니?
정서학대,9,힘든 일이 있을 때 가족들한테 이야기해?
정서학대,9,힘든 일 있으면 가족들한테 이야기해?
정서학대,9,마음이 힘들었을 때 가족에게 내 마음을 이야기하나요?
정서학대,9,"마음이 힘들거나 무서울 때, 가족에게 내 마음을 말하나요?"
정서학대,9,마음이 힘들 때 가족들에게 힘듦을 이야기해?
정서학대,9,"마음이 힘들면, 가족에게 친구 마음을 이야기해?"
정서학대,9,마음이 힘들 때 가족에게 얘기 하나요?
정서학대,9,"마음이 힘들 때, 가족에게 마음을 얘기해요?"
정서학대,9,마음이 힘들 때 가족들한테 이야기해? 누구한테 해?
정서학대,9,마음이 힘든 일이 있으면 가족들한테 이야기해?
정서학대,9,"마음이 힘들 때, 가족에게 친구의 마음을 이야기해요?"
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 말하나요?"
정서학대,9,"마음이 힘들 때, 가족한테 내 마음을 이야기하나요?"
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기하는 편이야?"
정서학대,9,"마음이 힘들 때, 가족에게 친구 마음을 이야기 하나요?"
정서학대,9,마음이 힘들 때 가족에게 이야기하나요?
정서학대,9,마음이 힘들 때 가족에게 네 마음을 얘기해?
정서학대,9,마음이 힘들면 가족들한테 이야기를 하는 편이야?
정서학대,9,"그럴 때 마음이 많이 힘든가요? 마음이 힘들 때, 가족에게 내 마음을 이야기하나요?"
정서학대,9,"마음이 힘들 때, 가족에게 마음을 이야기 해요?"
정서학대,9,"마음이 힘들 때, 가족에게 친구의 마음을 이야기할까?"
정서학대,9,"마음이 힘들 때, 가족에게 내 마음을 이야기해?"
정서학대,9,"마음이 힘들 때, 가족들에게 이야기를 하나요?"
정서학대,9,"마음이 힘들면, 가족한테 친구 마음을 이야기해?"
정서학대,9,마음이 힘들 때 가족에게 친구 마음을 이야기하나요?
정서학대,9,마음이 힘들 때 가족한테 내 마음을 이야기하나요?
정서학대,9,마음이 힘들 때 가족에게 내 마음은 이야기하나요?
정서학대,9,가족에게 말을 하지 않는 이유가 뭔가요?
정서학대,9,마음이 힘들 때 가족에게 말하나요?
정서학대,9,마음이 힘들 때 가족들한테 이야기하는 편이야?
정서학대,9,힘든 일이 있을 때 가족에게 얘기하나요?
정서학대,9,"마음이 힘들 때, 가족에게 친구가 힘든 걸 이야기해요?"
정서학대,9,마음이 힘들 때 가족한테 내 마음을 이야기 하나요?
정서학대,9,마음이 힘들 때 가족한테 이야기하는 편이야?
정서학대,9,마음이 힘들 때 가족에게 힘든 마음을 이야기하나요?
정서학대,10,어떤 부분 때문에 친구의 기분이 안 좋아졌어?
정서학대,10,친구한테 화를 냈었어?
정서학대,10,기분이 안 좋아진 적 있어요?
정서학대,10,누가 기분 나쁘게 하거나 슬프게 한 적이 있어?
정서학대,10,어떤 말이나 행동이 나를 슬프게 했어?
정서학대,10,선생님의 어떤 말과 행동이 기분을 안 좋아지게 했나요?
정서학대,10,선생님의 어떤 말이나 행동이 기분을 안 좋아지게 했나요?
정서학대,10,피아노 선생님의 어떤 말이나 행동이 기분을 안 좋게 했나요?
정서학대,10,어떤 것 때문에 걱정이 돼?
정서학대,10,어떤 것 때문에 기분이 안 좋았어?
정서학대,10,누구의 말이나 행동이 기분을 안 좋게 했나요?
정서학대,10,그 사건 가해자들의 특히 어떤 것 때문에 그랬는지 이야기해 줄래요?
정서학대,10,욕도 하시나요?
정서학대,10,주로 어떤 말을 많이 하셨나요?
정서학대,10,때리면서 어떤 말도 하셨나요? 욕도 하셨나요?
정서학대,10,누군가의 말이나 행동이 나를 슬프게 하거나 화나게 한 적 있어요?
정서학대,10,어떤 말이나 행동이 친구를 슬프게 했나요?
정서학대,10,어떤 말이나 행동이 친구를 슬프게 해요?
정서학대,10,어떤 말이나 행동 때문에 화가 났어?
정서학대,10,또 어떤 말이나 행동 때문에 기분이 안 좋았나요?
정서학대,10,어떤 말이나 행동이 슬프게 했어요?
정서학대,10,누구 때문에 기분이 안 좋았어?
정서학대,10,왜 자기 머리를 때리셨나요?
정서학대,10,뭐라고 할 때 욕 같은 나쁜 말도 하셔?
정서학대,10,그 말이 왜 기분을 안 좋게 했나요?
정서학대,10,누가 기분 나쁘게 하거나 슬프게 한 적 있어?
정서학대,10,어떤 일이 있었나요?
정서학대,10,어떤 말이나 행동이 기분을 안 좋게 했어요?
정서학대,10,무슨 일이 있었나요?
정서학대,10,나의 기분을 가장 안 좋게 했던 말이 있나요?
정서학대,10,무엇 때문에 기분이 안좋았어요?
정서학대,10,때리면서 어떤 말도 하셨나요?
정서학대,10,어떤 점이 불편하다고 생각해?
정서학대,10,누구 때문에 슬프거나 화가 났었나요?
정서학대,10,어떤 말이나 행동이 기분을 안 좋게 했나요?
정서학대,10,어떤 말이나 행동이 슬프게 하나요?
정서학대,10,코치님의 어떤 말이나 행동이 화가 나요?
정서학대,10,어떤 말이나 행동이 내 기분을 상하게 하나요?
정서학대,10,기사 아저씨의 어떤 행동이 친구의 기분을 안 좋아지게 했나요?
정서학대,10,과학 선생님의 어떤 말과 행동이 기분을 안 좋아지게 했나요?
정서학대,10,어떤 말이나 행동이 화나게 했어?
정서학대,10,선생님의 어떤 말이나 행동이 화나게 했어요?
정서학대,10,뭐라고 욕을 하나요?
정서학대,10,누구의 어떤 말이나 행동이 친구를 슬프거나 화나게 했나요?
정서학대,10,그런 말을 할 때 욕도 하셔?
정서학대,10,어떤 것 때문에 기분이 나빠져?
정서학대,10,언제 누구 때문에 화가 났어?
정서학대,10,감정의 기복이 심하신가요?
정서학대,10,원장님의 어떤 말이나 행동이 기분을 안 좋아지게 했어?
정서학대,10,그런 말을 들으면 슬픈가요?
정서학대,10,누구의 어떤 말과 행동이 슬프게 만드나요?
정서학대,10,시설 선생님의 어떤 말과 행동이 기분을 안 좋아지게 했나요?
정서학대,10,원장 선생님의 어떤 행동 때문에 기분이 안 좋아졌어요?
정서학대,10,왜 그런 말을 하셨나요?
정서학대,10,이런 분위기 때문에 두통이 일어나는 건가요?
정서학대,10,누구 때문에 기분이 안 좋았을까?
정서학대,10,고모의 어떤 말이나 행동이 화나게 해요?
정서학대,10,충격이 컸을 것 같은데. 이후로 어떻게 지내고 계셨나요?
정서학대,10,독후감이나 글씨체 때문에 혼나면 어떤 기분이 드나요?
정서학대,10,선생님의 어떤 말과 행동이 기분을 나쁘게 했나요?
정서학대,10,어떤 말이나 행동이 슬프게 해요?
정서학대,10,누구 때문에 기분이 상했나요?
정서학대,10,어떤 말이나 행동 때문에 기분이 안 좋아졌어?
정서학대,10,어떤 일 때문에 혼나?
정서학대,10,어떤 말과 행동이 친구를 기분 나쁘게 했어?
정서학대,10,뭐라고 욕했어?
정서학대,10,어떤 행동이나 말이 나를 힘들게 했어?
정서학대,10,어떻게 막말을 하세요?
정서학대,10,어떤 말이나 행동이 힘들게 했어요?
정서학대,10,어떤 게 기분을 나쁘게 해?
정서학대,10,어떤 말이나 행동이 기분을 안 좋게 했어?
정서학대,10,수학 선생님의 어떤 말과 행동이 기분을 안 좋아지게 했어?
정서학대,10,선생님의 어떤 말이 기분이 안 좋았나요?
정서학대,10,어떤 것 때문에 기분이 나빴어?
정서학대,10,어떤 것 때문에 기분이 나빠?
정서학대,10,컴퓨터 선생님의 어떤 말이나 행동이 기분을 안 좋게 했어?
정서학대,10,아저씨의 어떤 말이나 행동이 나를 슬프게 했어요?
정서학대,10,또 어떤 말이나 행동이 친구를 슬프게 했나요?
정서학대,10,그때 상황이 계속 떠올라서 슬프고 힘든가요?
정서학대,10,어떤 일 때문에 슬프거나 화가 났어요?
정서학대,10,시설 선생님이 어떻게 화내서 기분이 안 좋았어?
정서학대,10,고모의 어떤 말과 행동이 기분 나쁘게 했나요?
정서학대,10,체육 선생님은 어떤 말과 행동으로 기분 나쁘게 했나요?
정서학대,10,어떤 말이나 행동이 나를 슬프게 하나요?
정서학대,10,그 아주머니의 어떤 말과 행동이 나의 기분을 안 좋게 만들었어요?
정서학대,10,어떤 말이나 행동 때문에 기분이 나빠졌어?
정서학대,10,어떤 말이나 행동이 친구의 기분을 상하게 했어요?
정서학대,10,어떤 부분이 너를 화 나거나 슬프게 했어?
정서학대,10,무엇 때문에 기분이 안 좋아진 거예요?
정서학대,10,어떤 이유에서 슬프거나 화가 났어요?
정서학대,10,그런 행동이 왜 나를 슬프게 하나요?
정서학대,10,누구 때문에 그랬나요?
정서학대,10,어떤 일이 있었는지 자세히 말해줄래요?
정서학대,10,그 뒤로 따돌림이 심해진 거에 대해서 말씀드렸어?
정서학대,10,선생님의 어떤 말이나 행동 때문에 기분이 안 좋아졌나요?
정서학대,10,어떤 말이나 행동이 기분 안 좋게 했어요?
정서학대,10,왜 그러신 것 같아?
정서학대,10,얼마나 자주 그런 생각 때문에 슬프거나 화가 났어요?
정서학대,10,어떤 말이 우리 친구의 기분을 안 좋게 했나요?
정서학대,10,다른 안 좋은 말 한 적이 있나요?
정서학대,10,어떤 말이나 행동 때문에 그랬어요?
정서학대,10,무슨 일이 있었던 거야?
정서학대,10,어떤 말이나 행동 때문에 그렇게 느꼈나요?
정서학대,10,갑자기 그런 말을 했나요?
정서학대,10,그리고 또 어떤 일이 있었나요?
정서학대,10,어떻게 욕 했어요?
정서학대,10,어떤 말이나 행동이 나를 화나게 했어?
정서학대,10,최근에 기분이 안 좋아진 적이 있나요?
정서학대,10,어떤 이유로 그랬나요?
정서학대,10,어학원 선생님의 어떤 말과 행동이 기분을 안 좋아지게 했나요?
정서학대,10,학원 쌤의 어떤 이상한 짓이 기분을 안 좋게 했어?
정서학대,10,어떤 이상한 짓 때문에 기분이 안 좋았어?
정서학대,10,부원장님이 어떤 말이나 행동이 나를 슬프게 하나요?
정서학대,10,삼촌의 어떤 말이 기분을 안 좋게 했어요?
정서학대,10,목소리가 커지면 왜 화가 나?
정서학대,10,어떤 게 기분이 나빴어?
정서학대,10,왜 원장 선생님 때문에 기분이 안 좋아졌어요?
정서학대,10,제일 상처가 됐던 말은 무엇인가요?
정서학대,10,기분이 안 좋은 이유가 있나요?
정서학대,10,어떤 행동을 했나요?
정서학대,10,어떤 말이 내 기분을 안 좋게 했어?
정서학대,10,어떤 말이나 행동 때문에 기분이 안 좋았어요?
정서학대,10,누구의 말이나 행동이 친구를 슬프게 하거나 화나게 했어요?
정서학대,10,그때 그 상황이 계속 떠올라서 슬프고 힘들어요?
정서학대,10,어떤 점이 너를 슬프게 해?
정서학대,10,왜 기분이 안 좋아졌어요?
정서학대,10,선생님의 어떤 말이나 행동이 기분을 상하게 했나요?
정서학대,10,선생님이 어떤 말이나 행동으로 기분을 안 좋게 만들었어요?
정서학대,10,누가 기분을 안 좋게 해?
정서학대,10,때리면서 어떤 말도 하셨나요? 욕도 했나요?
정서학대,10,어떤 일 때문에 그런가요?
정서학대,11,엄마가 어떻게 하시길래 사람 취급을 안 하는 것 같아요?
